date_and_time_UTC,callrate,LFcallrate,HFcallrate
2025-07-22 11:20:00+00:00,0.2,0.2,0.0
2025-07-22 11:30:00+00:00,12.0,12.0,0.0
2025-07-22 11:40:00+00:00,0.0,0.0,0.0
2025-07-22 11:50:00+00:00,0.0,0.0,0.0
2025-07-22 12:00:00+00:00,0.0,0.0,0.0
2025-07-22 12:10:00+00:00,0.0,0.0,0.0
2025-07-22 12:20:00+00:00,0.0,0.0,0.0
2025-07-22 12:30:00+00:00,0.2,0.2,0.0
2025-07-22 12:40:00+00:00,0.2,0.2,0.0
2025-07-22 12:50:00+00:00,0.0,0.0,0.0
2025-07-22 13:00:00+00:00,0.2,0.2,0.0
2025-07-22 13:10:00+00:00,0.2,0.2,0.0
2025-07-22 13:20:00+00:00,0.0,0.0,0.0
2025-07-22 13:30:00+00:00,0.0,0.0,0.0
2025-07-22 13:40:00+00:00,0.2,0.0,0.2
2025-07-22 13:50:00+00:00,0.0,0.0,0.0
2025-07-22 14:00:00+00:00,0.0,0.0,0.0
2025-07-22 14:10:00+00:00,0.0,0.0,0.0
2025-07-22 14:20:00+00:00,0.0,0.0,0.0
2025-07-22 14:30:00+00:00,0.2,0.2,0.0
2025-07-22 14:40:00+00:00,0.0,0.0,0.0
2025-07-22 14:50:00+00:00,0.4,0.4,0.0
2025-07-22 15:00:00+00:00,0.0,0.0,0.0
2025-07-22 15:10:00+00:00,0.2,0.2,0.0
2025-07-22 15:20:00+00:00,0.2,0.2,0.0
2025-07-22 15:30:00+00:00,0.2,0.2,0.0
2025-07-22 15:40:00+00:00,0.2,0.2,0.0
2025-07-22 15:50:00+00:00,0.2,0.2,0.0
2025-07-22 16:00:00+00:00,0.0,0.0,0.0
2025-07-22 16:10:00+00:00,0.0,0.0,0.0
2025-07-22 16:20:00+00:00,0.2,0.2,0.0
2025-07-22 16:30:00+00:00,0.0,0.0,0.0
2025-07-22 16:40:00+00:00,0.0,0.0,0.0
2025-07-22 16:50:00+00:00,0.4,0.4,0.0
2025-07-22 17:00:00+00:00,0.4,0.4,0.0
2025-07-22 17:10:00+00:00,0.0,0.0,0.0
2025-07-22 17:20:00+00:00,0.0,0.0,0.0
2025-07-22 17:30:00+00:00,0.2,0.2,0.0
2025-07-22 17:40:00+00:00,0.4,0.4,0.0
2025-07-22 17:50:00+00:00,0.2,0.2,0.0
2025-07-22 18:00:00+00:00,0.2,0.2,0.0
2025-07-22 18:10:00+00:00,0.0,0.0,0.0
2025-07-22 18:20:00+00:00,0.2,0.2,0.0
2025-07-22 18:30:00+00:00,0.4,0.4,0.0
2025-07-22 18:40:00+00:00,0.2,0.2,0.0
2025-07-22 18:50:00+00:00,0.2,0.2,0.0
2025-07-22 19:00:00+00:00,0.2,0.2,0.0
2025-07-22 19:10:00+00:00,0.4,0.4,0.0
2025-07-22 19:20:00+00:00,0.0,0.0,0.0
2025-07-22 19:30:00+00:00,0.0,0.0,0.0
2025-07-22 19:40:00+00:00,0.0,0.0,0.0
2025-07-22 19:50:00+00:00,0.2,0.2,0.0
2025-07-22 20:00:00+00:00,0.2,0.2,0.0
2025-07-22 20:10:00+00:00,0.0,0.0,0.0
2025-07-22 20:20:00+00:00,0.4,0.4,0.0
2025-07-22 20:30:00+00:00,0.0,0.0,0.0
2025-07-22 20:40:00+00:00,0.2,0.2,0.0
2025-07-22 20:50:00+00:00,0.2,0.2,0.0
2025-07-22 21:00:00+00:00,0.0,0.0,0.0
2025-07-22 21:10:00+00:00,0.2,0.2,0.0
2025-07-22 21:20:00+00:00,0.0,0.0,0.0
2025-07-22 21:30:00+00:00,0.0,0.0,0.0
2025-07-22 21:40:00+00:00,0.0,0.0,0.0
2025-07-22 21:50:00+00:00,0.2,0.2,0.0
2025-07-22 22:00:00+00:00,0.4,0.4,0.0
2025-07-22 22:10:00+00:00,0.2,0.2,0.0
2025-07-22 22:20:00+00:00,0.2,0.2,0.0
2025-07-22 22:30:00+00:00,0.2,0.2,0.0
2025-07-22 22:40:00+00:00,0.0,0.0,0.0
2025-07-22 22:50:00+00:00,0.2,0.2,0.0
2025-07-22 23:00:00+00:00,0.0,0.0,0.0
2025-07-22 23:10:00+00:00,0.0,0.0,0.0
2025-07-22 23:20:00+00:00,0.2,0.2,0.0
2025-07-22 23:30:00+00:00,0.0,0.0,0.0
2025-07-22 23:40:00+00:00,0.0,0.0,0.0
2025-07-22 23:50:00+00:00,0.2,0.2,0.0
2025-07-23 00:00:00+00:00,0.0,0.0,0.0
2025-07-23 00:10:00+00:00,0.2,0.2,0.0
2025-07-23 00:20:00+00:00,0.2,0.2,0.0
2025-07-23 00:30:00+00:00,0.2,0.2,0.0
2025-07-23 00:40:00+00:00,0.2,0.2,0.0
2025-07-23 00:50:00+00:00,0.2,0.2,0.0
2025-07-23 01:00:00+00:00,0.2,0.2,0.0
2025-07-23 01:10:00+00:00,0.2,0.2,0.0
2025-07-23 01:20:00+00:00,0.0,0.0,0.0
2025-07-23 01:30:00+00:00,0.0,0.0,0.0
2025-07-23 01:40:00+00:00,0.2,0.2,0.0
2025-07-23 01:50:00+00:00,0.2,0.2,0.0
2025-07-23 02:00:00+00:00,0.0,0.0,0.0
2025-07-23 02:10:00+00:00,0.2,0.2,0.0
2025-07-23 02:20:00+00:00,0.0,0.0,0.0
2025-07-23 02:30:00+00:00,0.4,0.4,0.0
2025-07-23 02:40:00+00:00,0.2,0.2,0.0
2025-07-23 02:50:00+00:00,0.0,0.0,0.0
2025-07-23 03:00:00+00:00,0.0,0.0,0.0
2025-07-23 03:10:00+00:00,0.2,0.2,0.0
2025-07-23 03:20:00+00:00,0.2,0.2,0.0
2025-07-23 03:30:00+00:00,0.2,0.2,0.0
2025-07-23 03:40:00+00:00,0.0,0.0,0.0
2025-07-23 03:50:00+00:00,0.0,0.0,0.0
2025-07-23 04:00:00+00:00,0.0,0.0,0.0
2025-07-23 04:10:00+00:00,0.0,0.0,0.0
2025-07-23 04:20:00+00:00,0.4,0.4,0.0
2025-07-23 04:30:00+00:00,0.2,0.2,0.0
2025-07-23 04:40:00+00:00,0.0,0.0,0.0
2025-07-23 04:50:00+00:00,0.0,0.0,0.0
2025-07-23 05:00:00+00:00,20.4,19.8,0.6
2025-07-23 05:10:00+00:00,63.6,61.6,2.0
2025-07-23 05:20:00+00:00,35.0,35.0,0.0
2025-07-23 05:30:00+00:00,63.8,63.8,0.0
2025-07-23 05:40:00+00:00,38.0,38.0,0.0
2025-07-23 05:50:00+00:00,17.6,17.6,0.0
2025-07-23 06:00:00+00:00,37.4,37.4,0.0
2025-07-23 06:10:00+00:00,100.0,99.8,0.2
2025-07-23 06:20:00+00:00,7.6,7.6,0.0
2025-07-23 06:30:00+00:00,5.0,5.0,0.0
2025-07-23 06:40:00+00:00,0.0,0.0,0.0
2025-07-23 06:50:00+00:00,6.6,6.6,0.0
2025-07-23 07:00:00+00:00,9.4,9.4,0.0
2025-07-23 07:10:00+00:00,53.4,53.2,0.2
2025-07-23 07:20:00+00:00,13.0,13.0,0.0
2025-07-23 07:30:00+00:00,6.6,6.6,0.0
2025-07-23 07:40:00+00:00,0.0,0.0,0.0
2025-07-23 07:50:00+00:00,0.0,0.0,0.0
2025-07-23 08:00:00+00:00,14.8,14.8,0.0
2025-07-23 08:10:00+00:00,0.2,0.2,0.0
2025-07-23 08:20:00+00:00,0.2,0.2,0.0
2025-07-23 08:30:00+00:00,34.4,34.4,0.0
2025-07-23 08:40:00+00:00,0.2,0.2,0.0
2025-07-23 08:50:00+00:00,14.6,14.6,0.0
2025-07-23 09:00:00+00:00,5.0,5.0,0.0
2025-07-23 09:10:00+00:00,10.8,10.8,0.0
2025-07-23 09:20:00+00:00,19.0,19.0,0.0
2025-07-23 09:30:00+00:00,14.4,14.4,0.0
2025-07-23 09:40:00+00:00,37.0,37.0,0.0
2025-07-23 09:50:00+00:00,36.2,36.0,0.2
2025-07-23 10:00:00+00:00,71.4,71.2,0.2
2025-07-23 10:10:00+00:00,37.8,37.6,0.2
2025-07-23 10:20:00+00:00,48.8,48.8,0.0
2025-07-23 10:30:00+00:00,0.0,0.0,0.0
2025-07-23 10:40:00+00:00,0.0,0.0,0.0
2025-07-23 10:50:00+00:00,8.4,8.4,0.0
2025-07-23 11:00:00+00:00,0.2,0.2,0.0
2025-07-23 11:10:00+00:00,0.4,0.2,0.2
2025-07-23 11:20:00+00:00,1.6,1.6,0.0
2025-07-23 11:30:00+00:00,17.0,17.0,0.0
2025-07-23 11:40:00+00:00,0.0,0.0,0.0
2025-07-23 11:50:00+00:00,0.0,0.0,0.0
2025-07-23 12:00:00+00:00,0.2,0.2,0.0
2025-07-23 12:10:00+00:00,0.0,0.0,0.0
2025-07-23 12:20:00+00:00,0.2,0.2,0.0
2025-07-23 12:30:00+00:00,0.0,0.0,0.0
2025-07-23 12:40:00+00:00,0.0,0.0,0.0
2025-07-23 12:50:00+00:00,0.2,0.2,0.0
2025-07-23 13:00:00+00:00,0.2,0.0,0.2
2025-07-23 13:10:00+00:00,0.0,0.0,0.0
2025-07-23 13:20:00+00:00,0.0,0.0,0.0
2025-07-23 13:30:00+00:00,0.0,0.0,0.0
2025-07-23 13:40:00+00:00,0.0,0.0,0.0
2025-07-23 13:50:00+00:00,0.0,0.0,0.0
2025-07-23 14:00:00+00:00,0.4,0.4,0.0
2025-07-23 14:10:00+00:00,0.2,0.2,0.0
2025-07-23 14:20:00+00:00,0.0,0.0,0.0
2025-07-23 14:30:00+00:00,0.0,0.0,0.0
2025-07-23 14:40:00+00:00,0.2,0.2,0.0
2025-07-23 14:50:00+00:00,0.2,0.2,0.0
2025-07-23 15:00:00+00:00,0.0,0.0,0.0
2025-07-23 15:10:00+00:00,0.4,0.4,0.0
2025-07-23 15:20:00+00:00,0.0,0.0,0.0
2025-07-23 15:30:00+00:00,0.4,0.4,0.0
2025-07-23 15:40:00+00:00,0.2,0.2,0.0
2025-07-23 15:50:00+00:00,0.0,0.0,0.0
2025-07-23 16:00:00+00:00,0.4,0.4,0.0
2025-07-23 16:10:00+00:00,0.0,0.0,0.0
2025-07-23 16:20:00+00:00,0.2,0.2,0.0
2025-07-23 16:30:00+00:00,0.2,0.2,0.0
2025-07-23 16:40:00+00:00,0.0,0.0,0.0
2025-07-23 16:50:00+00:00,0.2,0.2,0.0
2025-07-23 17:00:00+00:00,0.2,0.2,0.0
2025-07-23 17:10:00+00:00,0.0,0.0,0.0
2025-07-23 17:20:00+00:00,0.2,0.2,0.0
2025-07-23 17:30:00+00:00,0.4,0.4,0.0
2025-07-23 17:40:00+00:00,0.2,0.2,0.0
2025-07-23 17:50:00+00:00,0.2,0.2,0.0
2025-07-23 18:00:00+00:00,0.4,0.4,0.0
2025-07-23 18:10:00+00:00,0.2,0.2,0.0
2025-07-23 18:20:00+00:00,0.2,0.2,0.0
2025-07-23 18:30:00+00:00,0.0,0.0,0.0
2025-07-23 18:40:00+00:00,0.0,0.0,0.0
2025-07-23 18:50:00+00:00,0.0,0.0,0.0
2025-07-23 19:00:00+00:00,0.4,0.4,0.0
2025-07-23 19:10:00+00:00,0.2,0.2,0.0
2025-07-23 19:20:00+00:00,0.2,0.2,0.0
2025-07-23 19:30:00+00:00,0.0,0.0,0.0
2025-07-23 19:40:00+00:00,0.0,0.0,0.0
2025-07-23 19:50:00+00:00,0.6,0.6,0.0
2025-07-23 20:00:00+00:00,0.2,0.2,0.0
2025-07-23 20:10:00+00:00,0.2,0.2,0.0
2025-07-23 20:20:00+00:00,0.4,0.4,0.0
2025-07-23 20:30:00+00:00,0.2,0.2,0.0
2025-07-23 20:40:00+00:00,0.2,0.2,0.0
2025-07-23 20:50:00+00:00,0.0,0.0,0.0
2025-07-23 21:00:00+00:00,0.4,0.4,0.0
2025-07-23 21:10:00+00:00,0.0,0.0,0.0
2025-07-23 21:20:00+00:00,0.2,0.2,0.0
2025-07-23 21:30:00+00:00,0.6,0.6,0.0
2025-07-23 21:40:00+00:00,0.2,0.2,0.0
2025-07-23 21:50:00+00:00,0.2,0.2,0.0
2025-07-23 22:00:00+00:00,0.0,0.0,0.0
2025-07-23 22:10:00+00:00,0.2,0.2,0.0
2025-07-23 22:20:00+00:00,0.0,0.0,0.0
2025-07-23 22:30:00+00:00,0.0,0.0,0.0
2025-07-23 22:40:00+00:00,0.4,0.4,0.0
2025-07-23 22:50:00+00:00,0.2,0.2,0.0
2025-07-23 23:00:00+00:00,0.2,0.2,0.0
2025-07-23 23:10:00+00:00,0.2,0.2,0.0
2025-07-23 23:20:00+00:00,0.2,0.2,0.0
2025-07-23 23:30:00+00:00,0.2,0.2,0.0
2025-07-23 23:40:00+00:00,0.2,0.2,0.0
2025-07-23 23:50:00+00:00,0.2,0.2,0.0
2025-07-24 00:00:00+00:00,0.2,0.2,0.0
2025-07-24 00:10:00+00:00,0.2,0.2,0.0
2025-07-24 00:20:00+00:00,0.2,0.2,0.0
2025-07-24 00:30:00+00:00,0.2,0.2,0.0
2025-07-24 00:40:00+00:00,0.2,0.2,0.0
2025-07-24 00:50:00+00:00,0.2,0.2,0.0
2025-07-24 01:00:00+00:00,0.4,0.4,0.0
2025-07-24 01:10:00+00:00,0.2,0.2,0.0
2025-07-24 01:20:00+00:00,0.0,0.0,0.0
2025-07-24 01:30:00+00:00,0.2,0.2,0.0
2025-07-24 01:40:00+00:00,0.4,0.4,0.0
2025-07-24 01:50:00+00:00,0.2,0.2,0.0
2025-07-24 02:00:00+00:00,0.2,0.2,0.0
2025-07-24 02:10:00+00:00,0.2,0.2,0.0
2025-07-24 02:20:00+00:00,0.0,0.0,0.0
2025-07-24 02:30:00+00:00,0.2,0.2,0.0
2025-07-24 02:40:00+00:00,0.2,0.2,0.0
2025-07-24 02:50:00+00:00,0.2,0.2,0.0
2025-07-24 03:00:00+00:00,0.2,0.2,0.0
2025-07-24 03:10:00+00:00,0.0,0.0,0.0
2025-07-24 03:20:00+00:00,0.2,0.2,0.0
2025-07-24 03:30:00+00:00,0.2,0.2,0.0
2025-07-24 03:40:00+00:00,0.0,0.0,0.0
2025-07-24 03:50:00+00:00,0.2,0.2,0.0
2025-07-24 04:00:00+00:00,0.4,0.4,0.0
2025-07-24 04:10:00+00:00,0.0,0.0,0.0
2025-07-24 04:20:00+00:00,0.2,0.2,0.0
2025-07-24 04:30:00+00:00,0.0,0.0,0.0
2025-07-24 04:40:00+00:00,0.0,0.0,0.0
2025-07-24 04:50:00+00:00,7.2,7.2,0.0
2025-07-24 05:00:00+00:00,10.0,10.0,0.0
2025-07-24 05:10:00+00:00,19.4,19.4,0.0
2025-07-24 05:20:00+00:00,2.6,2.6,0.0
2025-07-24 05:30:00+00:00,35.6,33.0,2.6
2025-07-24 05:40:00+00:00,33.4,33.4,0.0
2025-07-24 05:50:00+00:00,0.0,0.0,0.0
2025-07-24 06:00:00+00:00,27.2,27.2,0.0
2025-07-24 06:10:00+00:00,14.4,14.4,0.0
2025-07-24 06:20:00+00:00,56.6,56.4,0.2
2025-07-24 06:30:00+00:00,0.4,0.4,0.0
2025-07-24 06:40:00+00:00,3.0,3.0,0.0
2025-07-24 06:50:00+00:00,98.2,98.2,0.0
2025-07-24 07:00:00+00:00,115.8,115.8,0.0
2025-07-24 07:10:00+00:00,85.4,82.4,3.0
2025-07-24 07:20:00+00:00,21.2,21.2,0.0
2025-07-24 07:30:00+00:00,33.8,33.8,0.0
2025-07-24 07:40:00+00:00,17.2,17.0,0.2
2025-07-24 07:50:00+00:00,0.0,0.0,0.0
2025-07-24 08:00:00+00:00,56.8,56.8,0.0
2025-07-24 08:10:00+00:00,93.4,93.4,0.0
2025-07-24 08:20:00+00:00,1.4,1.4,0.0
2025-07-24 08:30:00+00:00,5.4,5.4,0.0
2025-07-24 08:40:00+00:00,15.0,15.0,0.0
2025-07-24 08:50:00+00:00,3.6,3.6,0.0
2025-07-24 09:00:00+00:00,41.6,40.4,1.2
2025-07-24 09:10:00+00:00,4.0,4.0,0.0
2025-07-24 09:20:00+00:00,24.0,24.0,0.0
2025-07-24 09:30:00+00:00,0.2,0.2,0.0
2025-07-24 09:40:00+00:00,6.0,5.8,0.2
2025-07-24 09:50:00+00:00,2.0,0.0,2.0
2025-07-24 10:00:00+00:00,4.0,4.0,0.0
2025-07-24 10:10:00+00:00,0.2,0.2,0.0
2025-07-24 10:20:00+00:00,0.2,0.2,0.0
2025-07-24 10:30:00+00:00,3.6,3.6,0.0
2025-07-24 10:40:00+00:00,0.0,0.0,0.0
2025-07-24 10:50:00+00:00,7.4,7.4,0.0
2025-07-24 11:00:00+00:00,4.2,4.2,0.0
2025-07-24 11:10:00+00:00,11.6,11.6,0.0
2025-07-24 11:20:00+00:00,13.0,13.0,0.0
2025-07-24 11:30:00+00:00,0.2,0.2,0.0
2025-07-24 11:40:00+00:00,0.2,0.2,0.0
2025-07-24 11:50:00+00:00,0.2,0.2,0.0
2025-07-24 12:00:00+00:00,0.2,0.2,0.0
2025-07-24 12:10:00+00:00,0.4,0.4,0.0
2025-07-24 12:20:00+00:00,0.0,0.0,0.0
2025-07-24 12:30:00+00:00,0.2,0.2,0.0
2025-07-24 12:40:00+00:00,0.2,0.2,0.0
2025-07-24 12:50:00+00:00,0.4,0.4,0.0
2025-07-24 13:00:00+00:00,0.2,0.2,0.0
2025-07-24 13:10:00+00:00,0.2,0.2,0.0
2025-07-24 13:20:00+00:00,0.0,0.0,0.0
2025-07-24 13:30:00+00:00,0.2,0.2,0.0
2025-07-24 13:40:00+00:00,0.2,0.2,0.0
2025-07-24 13:50:00+00:00,0.2,0.2,0.0
2025-07-24 14:00:00+00:00,0.4,0.2,0.2
2025-07-24 14:10:00+00:00,0.2,0.2,0.0
2025-07-24 14:20:00+00:00,0.0,0.0,0.0
2025-07-24 14:30:00+00:00,0.2,0.2,0.0
2025-07-24 14:40:00+00:00,0.2,0.2,0.0
2025-07-24 14:50:00+00:00,0.0,0.0,0.0
2025-07-24 15:00:00+00:00,0.0,0.0,0.0
2025-07-24 15:10:00+00:00,0.6,0.6,0.0
2025-07-24 15:20:00+00:00,0.0,0.0,0.0
2025-07-24 15:30:00+00:00,0.0,0.0,0.0
2025-07-24 15:40:00+00:00,0.4,0.4,0.0
2025-07-24 15:50:00+00:00,0.0,0.0,0.0
2025-07-24 16:00:00+00:00,0.2,0.2,0.0
2025-07-24 16:10:00+00:00,0.2,0.2,0.0
2025-07-24 16:20:00+00:00,0.0,0.0,0.0
2025-07-24 16:30:00+00:00,0.2,0.2,0.0
2025-07-24 16:40:00+00:00,0.0,0.0,0.0
2025-07-24 16:50:00+00:00,0.2,0.2,0.0
2025-07-24 17:00:00+00:00,0.2,0.2,0.0
2025-07-24 17:10:00+00:00,0.0,0.0,0.0
2025-07-24 17:20:00+00:00,0.0,0.0,0.0
2025-07-24 17:30:00+00:00,0.4,0.4,0.0
2025-07-24 17:40:00+00:00,0.2,0.2,0.0
2025-07-24 17:50:00+00:00,0.2,0.2,0.0
2025-07-24 18:00:00+00:00,0.0,0.0,0.0
2025-07-24 18:10:00+00:00,0.2,0.2,0.0
2025-07-24 18:20:00+00:00,0.2,0.2,0.0
2025-07-24 18:30:00+00:00,0.2,0.2,0.0
2025-07-24 18:40:00+00:00,0.2,0.2,0.0
2025-07-24 18:50:00+00:00,0.2,0.2,0.0
2025-07-24 19:00:00+00:00,0.0,0.0,0.0
2025-07-24 19:10:00+00:00,0.2,0.2,0.0
2025-07-24 19:20:00+00:00,0.2,0.2,0.0
2025-07-24 19:30:00+00:00,0.2,0.2,0.0
2025-07-24 19:40:00+00:00,0.0,0.0,0.0
2025-07-24 19:50:00+00:00,0.2,0.2,0.0
2025-07-24 20:00:00+00:00,0.2,0.2,0.0
2025-07-24 20:10:00+00:00,0.2,0.2,0.0
2025-07-24 20:20:00+00:00,,,
